country,all,medicines,supplies,equipment,protective,year,type,order,Name-Original,Reporter,Code,Name,ISO-3A,iso3c,iso2c,name,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude
Argentina,0.08028748836185738,0.0755748917748918,0.09192948717948718,0.0721379188712522,0.09529004329004331,2019,tariff_rta,,,,,Argentina,ARG,ARG,AR,Argentina,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,0.308,0.348,0.29600000000000004,0.308,0.272,2019,tariff_bound,6.0,Argentina,032,032,Argentina,ARG,ARG,AR,Argentina,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,6.0,Argentina,032,032,Argentina,ARG,ARG,AR,Argentina,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Armenia,0.032,0.003,0.069,0.016,0.027999999999999997,2019,tariff_applied,,,,,Armenia,ARM,ARM,AM,Armenia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,310864775.0,189799507.0,34369128.0,46685289.0,40010851.0,2019,import2019,,,,,Armenia,ARM,ARM,AM,Armenia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,35839470.0,11541425.0,11968976.0,10992080.0,1336989.0,2019,export2019,,,,,Armenia,ARM,ARM,AM,Armenia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,0.0019373641304347828,0.0,0.0065441176470588235,0.0,0.0005410714285714285,2019,tariff_rta,,,,,Armenia,ARM,ARM,AM,Armenia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,0.034,0.0,0.042,0.04,0.053,2019,tariff_bound,7.0,Armenia,051,051,Armenia,ARM,ARM,AM,Armenia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,7.0,Armenia,051,051,Armenia,ARM,ARM,AM,Armenia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Yerevan,44.509,40.1596
Australia,0.015,0.003,0.027000000000000003,0.004,0.039,2019,tariff_applied,,,,,Australia,AUS,AUS,AU,Australia,East Asia & Pacific,,High income,Not classified,Canberra,149.129,-35.282
Australia,14353884279.120401,6988402181.69308,2642769568.48462,2760538131.4003797,1962174397.54231,2019,import2019,,,,,Australia,AUS,AUS,AU,Australia,East Asia & Pacific,,High income,Not classified,Canberra,149.129,-35.282
Australia,5533265981.033299,2118598704.9374998,1877987983.2499,1184223504.7501,352455788.09580004,2019,export2019,,,,,Australia,AUS,AUS,AU,Australia,East Asia & Pacific,,High income,Not classified,Canberra,149.129,-35.282
Australia,8569615652.83147,3765541382.80584,1697677810.757214,1327313844.024591,1779082615.243824,2020,import2020,,,,,Australia,AUS,AUS,AU,Australia,East Asia & Pacific,,High income,Not classified,Canberra,149.129,-35.282
Australia,2715860482.9316,885538542.6437999,1124937304.5298,526967823.5863,178416812.1717,2020,export2020,,,,,Australia,AUS,AUS,AU,Australia,East Asia & Pacific,,High income,Not classified,Canberra,149.129,-35.282
Australia,0.0,0.0,0.0,0.0,0.0,2019,tariff_rta,,,,,Australia,AUS,AUS,AU,Australia,East Asia & Pacific,,High income,Not classified,Canberra,149.129,-35.282
Australia,0.046,0.0,0.085,0.006,0.111,2019,tariff_bound,8.0,Australia,036,036,Australia,AUS,AUS,AU,Australia,East Asia & Pacific,,High income,Not classified,Canberra,149.129,-35.282
Australia,0.998,1.0,1.0,1.0,0.982,2019,tariff_bcoverage,8.0,Australia,036,036,Australia,AUS,AUS,AU,Australia,East Asia & Pacific,,High income,Not classified,Canberra,149.129,-35.282
"Bahrain, Kingdom of",0.027999999999999997,0.0,0.031,0.047,0.053,2019,tariff_applied,,,,,"Bahrain, Kingdom of",BHR,BHR,BH,Bahrain,Middle East & North Africa,,High income,Not classified,Manama,50.5354,26.1921
"Bahrain, Kingdom of",551876880.204658,334741149.888978,55105528.20293,60506479.634431995,101523722.478318,2019,import2019,,,,,"Bahrain, Kingdom of",BHR,BHR,BH,Bahrain,Middle East & North Africa,,High income,Not classified,Manama,50.5354,26.1921
"Bahrain, Kingdom of",61509804.885807,9374.999999,2442221.782975,2802812.614219,56255395.488614,2019,export2019,,,,,"Bahrain, Kingdom of",BHR,BHR,BH,Bahrain,Middle East & North Africa,,High income,Not classified,Manama,50.5354,26.1921
"Bahrain, Kingdom of",340914379.912253,149806900.721207,44878203.258595,40570721.760776006,105658554.171675,2020,import2020,,,,,"Bahrain, Kingdom of",BHR,BHR,BH,Bahrain,Middle East & North Africa,,High income,Not classified,Manama,50.5354,26.1921
"Bahrain, Kingdom of",45671015.269479,162208.936679,3651882.364426,1300304.1478529999,40556619.820521,2020,export2020,,,,,"Bahrain, Kingdom of",BHR,BHR,BH,Bahrain,Middle East & North Africa,,High income,Not classified,Manama,50.5354,26.1921
"Bahrain, Kingdom of",0.0,0.0,0.0,0.0,0.0,2019,tariff_rta,,,,,"Bahrain, Kingdom of",BHR,BHR,BH,Bahrain,Middle East & North Africa,,High income,Not classified,Manama,50.5354,26.1921
"Bahrain, Kingdom of",0.33399999999999996,,0.321,0.336,0.35,2019,tariff_bound,10.0,"Bahrain, Kingdom of",048,048,"Bahrain, Kingdom of",BHR,BHR,BH,Bahrain,Middle East & North Africa,,High income,Not classified,Manama,50.5354,26.1921
"Bahrain, Kingdom of",0.525,0.0,0.371,1.0,0.688,2019,tariff_bcoverage,10.0,"Bahrain, Kingdom of",048,048,"Bahrain, Kingdom of",BHR,BHR,BH,Bahrain,Middle East & North Africa,,High income,Not classified,Manama,50.5354,26.1921
Bangladesh,0.057999999999999996,0.032,0.079,0.016,0.198,2019,tariff_applied,,,,,Bangladesh,BGD,BGD,BD,Bangladesh,South Asia,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,0.433,0.24,2.0,0.245,0.5,2019,tariff_bound,11.0,Bangladesh,050,050,Bangladesh,BGD,BGD,BD,Bangladesh,South Asia,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,0.231,0.031,0.065,0.62,0.063,2019,tariff_bcoverage,11.0,Bangladesh,050,050,Bangladesh,BGD,BGD,BD,Bangladesh,South Asia,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Barbados,0.081,0.053,0.07400000000000001,0.086,0.14400000000000002,2019,tariff_applied,,,,,Barbados,BRB,BRB,BB,Barbados,Latin America & Caribbean ,,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,0.031481481481481485,0.010434782608695651,0.01888888888888889,0.002307692307692308,0.11222222222222221,2019,tariff_rta,,,,,Barbados,BRB,BRB,BB,Barbados,Latin America & Caribbean ,,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,0.721,0.7,0.731,0.7,0.7909999999999999,2019,tariff_bound,12.0,Barbados,052,052,Barbados,BRB,BRB,BB,Barbados,Latin America & Caribbean ,,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,12.0,Barbados,052,052,Barbados,BRB,BRB,BB,Barbados,Latin America & Caribbean ,,High income,Not classified,Bridgetown,-59.6105,13.0935
Belize,0.07,0.015,0.083,0.086,0.14800000000000002,2019,tariff_applied,,,,,Belize,BLZ,BLZ,BZ,Belize,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Belmopan,-88.7713,17.2534
Belize,30958384.961248,10476560.543975,6473262.017807,2957187.660319,11051374.739147,2019,import2019,,,,,Belize,BLZ,BLZ,BZ,Belize,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Belmopan,-88.7713,17.2534
Belize,2443355.633756,1420806.316779,578405.4743509999,93424.4521,350719.390526,2019,export2019,,,,,Belize,BLZ,BLZ,BZ,Belize,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Belmopan,-88.7713,17.2534
Belize,15738169.086347,3937293.26959,3942004.77232,1359068.8872979998,6499802.157138999,2020,import2020,,,,,Belize,BLZ,BLZ,BZ,Belize,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Belmopan,-88.7713,17.2534
Belize,413682.61153,332275.212335,39178.494303,1177.0027810000001,41051.902111,2020,export2020,,,,,Belize,BLZ,BLZ,BZ,Belize,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Belmopan,-88.7713,17.2534
Belize,0.037037037037037035,0.011521739130434782,0.023055555555555555,0.008076923076923077,0.12703703703703703,2019,tariff_rta,,,,,Belize,BLZ,BLZ,BZ,Belize,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Belmopan,-88.7713,17.2534
Belize,0.515,0.5,0.532,0.5,0.529,2019,tariff_bound,14.0,Belize,084,084,Belize,BLZ,BLZ,BZ,Belize,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Belmopan,-88.7713,17.2534
Belize,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,14.0,Belize,084,084,Belize,BLZ,BLZ,BZ,Belize,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Belmopan,-88.7713,17.2534
Benin,0.053,0.0,0.061,0.055999999999999994,0.188,2019,tariff_applied,,,,,Benin,BEN,BEN,BJ,Benin,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Porto-Novo,2.6323,6.4779
Benin,0.249,,0.6,0.063,0.175,2019,tariff_bound,15.0,Benin,204,204,Benin,BEN,BEN,BJ,Benin,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Porto-Novo,2.6323,6.4779
Benin,0.08800000000000001,0.0,0.065,0.12,0.25,2019,tariff_bcoverage,15.0,Benin,204,204,Benin,BEN,BEN,BJ,Benin,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Porto-Novo,2.6323,6.4779
"Bolivia, Plurinational State of",0.075,0.057,0.087,0.054000000000000006,0.153,2019,tariff_applied,,,,,"Bolivia, Plurinational State of",BOL,BOL,BO,Bolivia,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,La Paz,-66.1936,-13.9908
"Bolivia, Plurinational State of",430285964.0,182403299.0,73859410.0,90782431.0,83240824.0,2019,import2019,,,,,"Bolivia, Plurinational State of",BOL,BOL,BO,Bolivia,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,La Paz,-66.1936,-13.9908
"Bolivia, Plurinational State of",64860136.0,440065.0,61726741.0,2040.0000000000002,2691290.0,2019,export2019,,,,,"Bolivia, Plurinational State of",BOL,BOL,BO,Bolivia,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,La Paz,-66.1936,-13.9908
"Bolivia, Plurinational State of",242677713.0,86778038.00000001,41073425.0,49198652.0,65627598.00000001,2020,import2020,,,,,"Bolivia, Plurinational State of",BOL,BOL,BO,Bolivia,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,La Paz,-66.1936,-13.9908
"Bolivia, Plurinational State of",35464940.0,594360.0,32415104.0,164238.0,2291238.0,2020,export2020,,,,,"Bolivia, Plurinational State of",BOL,BOL,BO,Bolivia,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,La Paz,-66.1936,-13.9908
"Bolivia, Plurinational State of",0.4,0.4,0.4,0.4,0.4,2019,tariff_bound,16.0,"Bolivia, Plurinational State of",068,068,"Bolivia, Plurinational State of",BOL,BOL,BO,Bolivia,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,La Paz,-66.1936,-13.9908
"Bolivia, Plurinational State of",1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,16.0,"Bolivia, Plurinational State of",068,068,"Bolivia, Plurinational State of",BOL,BOL,BO,Bolivia,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IBRD,La Paz,-66.1936,-13.9908
Botswana,0.027000000000000003,0.0,0.051,0.0,0.10800000000000001,2019,tariff_applied,,,,,Botswana,BWA,BWA,BW,Botswana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Gaborone,25.9201,-24.6544
Botswana,236283045.358275,121515988.416111,27148057.299755,38427293.86374,49191705.778669,2019,import2019,,,,,Botswana,BWA,BWA,BW,Botswana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Gaborone,25.9201,-24.6544
Botswana,3114982.8866279996,1534319.262722,349554.019473,744266.4021610001,486843.202272,2019,export2019,,,,,Botswana,BWA,BWA,BW,Botswana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Gaborone,25.9201,-24.6544
Botswana,120351539.979608,55036226.026957996,17756934.753614,20032116.546752002,27526262.652284,2020,import2020,,,,,Botswana,BWA,BWA,BW,Botswana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Gaborone,25.9201,-24.6544
Botswana,2935401.2858249997,1692979.673685,309211.258156,544775.36416,388434.989824,2020,export2020,,,,,Botswana,BWA,BWA,BW,Botswana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Gaborone,25.9201,-24.6544
Botswana,0.015519233230926778,0.0,0.02114010989010989,0.0,0.027671312427409986,2019,tariff_rta,,,,,Botswana,BWA,BWA,BW,Botswana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Gaborone,25.9201,-24.6544
Botswana,0.185,0.14400000000000002,0.32899999999999996,0.034,0.18100000000000002,2019,tariff_bound,18.0,Botswana,072,072,Botswana,BWA,BWA,BW,Botswana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Gaborone,25.9201,-24.6544
Botswana,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,18.0,Botswana,072,072,Botswana,BWA,BWA,BW,Botswana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Gaborone,25.9201,-24.6544
Brazil,0.098,0.078,0.11,0.084,0.166,2019,tariff_applied,,,,,Brazil,BRA,BRA,BR,Brazil,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Brasilia,-47.9292,-15.7801
Brazil,11630394464.0,6168283211.0,2995120742.0,1491829443.0,975161068.0,2019,import2019,,,,,Brazil,BRA,BRA,BR,Brazil,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Brasilia,-47.9292,-15.7801
Brazil,2906295705.0,856941498.0,1595221099.0,90135366.0,363997742.0,2019,export2019,,,,,Brazil,BRA,BRA,BR,Brazil,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Brasilia,-47.9292,-15.7801
Brazil,6337500552.0,3176617982.0,1574312862.0,834409234.0,752160474.0,2020,import2020,,,,,Brazil,BRA,BRA,BR,Brazil,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Brasilia,-47.9292,-15.7801
Brazil,1314046906.0,360667650.0,709401614.0,40622765.0,203354877.0,2020,export2020,,,,,Brazil,BRA,BRA,BR,Brazil,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Brasilia,-47.9292,-15.7801
Brazil,0.0797715013627207,0.07407359307359308,0.09038003663003663,0.07870220458553794,0.09274025974025973,2019,tariff_rta,,,,,Brazil,BRA,BRA,BR,Brazil,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Brasilia,-47.9292,-15.7801
Brazil,0.314,0.35,0.29600000000000004,0.327,0.271,2019,tariff_bound,19.0,Brazil,076,076,Brazil,BRA,BRA,BR,Brazil,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Brasilia,-47.9292,-15.7801
Brazil,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,19.0,Brazil,076,076,Brazil,BRA,BRA,BR,Brazil,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Brasilia,-47.9292,-15.7801
Brunei Darussalam,0.002,0.0,0.0,0.002,0.017,2019,tariff_applied,,,,,Brunei Darussalam,BRN,BRN,BN,Brunei Darussalam,East Asia & Pacific,,High income,Not classified,Bandar Seri Begawan,114.946,4.94199
Brunei Darussalam,190991205.781525,95890280.981257,19941112.416899,21413015.830029,53746796.553339995,2019,import2019,,,,,Brunei Darussalam,BRN,BRN,BN,Brunei Darussalam,East Asia & Pacific,,High income,Not classified,Bandar Seri Begawan,114.946,4.94199
Brunei Darussalam,37340957.59383,1033428.8711149999,262539.86340800003,3040971.916807,33004016.942500003,2019,export2019,,,,,Brunei Darussalam,BRN,BRN,BN,Brunei Darussalam,East Asia & Pacific,,High income,Not classified,Bandar Seri Begawan,114.946,4.94199
Brunei Darussalam,125130329.898174,69662026.047159,21388107.612271,13178770.662019,20901425.576725,2020,import2020,,,,,Brunei Darussalam,BRN,BRN,BN,Brunei Darussalam,East Asia & Pacific,,High income,Not classified,Bandar Seri Begawan,114.946,4.94199
Brunei Darussalam,1389469.106492,296563.92,140909.48892399998,45555.378709,906440.318859,2020,export2020,,,,,Brunei Darussalam,BRN,BRN,BN,Brunei Darussalam,East Asia & Pacific,,High income,Not classified,Bandar Seri Begawan,114.946,4.94199
Brunei Darussalam,0.001558736559139785,0.0,0.0,0.0059978571428571424,0.001818181818181818,2019,tariff_rta,,,,,Brunei Darussalam,BRN,BRN,BN,Brunei Darussalam,East Asia & Pacific,,High income,Not classified,Bandar Seri Begawan,114.946,4.94199
Brunei Darussalam,0.207,0.2,0.2,0.215,0.23399999999999999,2019,tariff_bound,20.0,Brunei Darussalam,096,096,Brunei Darussalam,BRN,BRN,BN,Brunei Darussalam,East Asia & Pacific,,High income,Not classified,Bandar Seri Begawan,114.946,4.94199
Brunei Darussalam,0.8190000000000001,1.0,0.9520000000000001,0.48,1.0,2019,tariff_bcoverage,20.0,Brunei Darussalam,096,096,Brunei Darussalam,BRN,BRN,BN,Brunei Darussalam,East Asia & Pacific,,High income,Not classified,Bandar Seri Begawan,114.946,4.94199
Burkina Faso,0.053,0.0,0.061,0.055999999999999994,0.188,2019,tariff_applied,,,,,Burkina Faso,BFA,BFA,BF,Burkina Faso,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Ouagadougou,-1.53395,12.3605
Burkina Faso,0.363,,1.0,0.063,0.175,2019,tariff_bound,21.0,Burkina Faso,854,854,Burkina Faso,BFA,BFA,BF,Burkina Faso,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Ouagadougou,-1.53395,12.3605
Burkina Faso,0.08800000000000001,0.0,0.065,0.12,0.25,2019,tariff_bcoverage,21.0,Burkina Faso,854,854,Burkina Faso,BFA,BFA,BF,Burkina Faso,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Ouagadougou,-1.53395,12.3605
Burundi,0.026000000000000002,0.0,0.027999999999999997,0.009000000000000001,0.153,2019,tariff_applied,,,,,Burundi,BDI,BDI,BI,Burundi,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bujumbura,29.3639,-3.3784
Burundi,0.563,,0.6829999999999999,,0.2,2019,tariff_bound,22.0,Burundi,108,108,Burundi,BDI,BDI,BI,Burundi,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bujumbura,29.3639,-3.3784
Burundi,0.05,0.0,0.09699999999999999,0.0,0.125,2019,tariff_bcoverage,22.0,Burundi,108,108,Burundi,BDI,BDI,BI,Burundi,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bujumbura,29.3639,-3.3784
Cabo Verde,0.032,0.011000000000000001,0.028999999999999998,0.004,0.205,2019,tariff_applied,,,,,Cabo Verde,CPV,CPV,CV,Cabo Verde,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Praia,-23.5087,14.9218
Cabo Verde,0.08199999999999999,0.05,0.08,0.053,0.25,2019,tariff_bound,23.0,Cabo Verde,132,132,Cabo Verde,CPV,CPV,CV,Cabo Verde,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Praia,-23.5087,14.9218
Cabo Verde,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,23.0,Cabo Verde,132,132,Cabo Verde,CPV,CPV,CV,Cabo Verde,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Praia,-23.5087,14.9218
Cambodia,0.036000000000000004,0.0,0.042,0.052000000000000005,0.086,2019,tariff_applied,,,,,Cambodia,KHM,KHM,KH,Cambodia,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Phnom Penh,104.874,11.5556
Cambodia,0.03473745868373708,0.0,0.02135593220338983,0.03702142857142857,0.1002049180327869,2019,tariff_rta,,,,,Cambodia,KHM,KHM,KH,Cambodia,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Phnom Penh,104.874,11.5556
